parent;unspsc;name;id_name
Libraries and related materials;41105903;Complementary deoxyribonucleic acid cDNA synthesis kits;Bahan baku, bahan kimia, kertas, bahan bakar
Libraries and related materials;41105906;Protein or peptide display libraries;Bahan baku, bahan kimia, kertas, bahan bakar
Libraries and related materials;41105907;Two hybrid libraries or systems;Bahan baku, bahan kimia, kertas, bahan bakar
Libraries and related materials;41105908;Viral packaging kits;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106000;Nucleic acid labeling and detection systems;Bahan baku, bahan kimia, kertas, bahan bakar
Nucleic acid labeling and detection systems;41106004;Nucleic acid non radioactive labeling kits;Bahan baku, bahan kimia, kertas, bahan bakar
Nucleic acid labeling and detection systems;41106005;Nucleic acid radioactive labeling kits;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106100;Deoxyribonucleic acid DNA analysis kits;Bahan baku, bahan kimia, kertas, bahan bakar
Deoxyribonucleic acid DNA analysis kits;41106101;Cytogenetics kits;Bahan baku, bahan kimia, kertas, bahan bakar
Deoxyribonucleic acid DNA analysis kits;41106102;Differential display or subtraction kits;Bahan baku, bahan kimia, kertas, bahan bakar
Deoxyribonucleic acid DNA analysis kits;41106103;Deoxyribonucleic acid DNA typing kits;Bahan baku, bahan kimia, kertas, bahan bakar
Deoxyribonucleic acid DNA analysis kits;41106104;Nuclease protection assays;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106200;Microorganism propagation and transformation media and kits and equipment;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106203;Bacteria transformation kits;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106204;Bottled agar media or stabs for bacteria;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106210;Media or supplements for schizosaccharomyces pombe;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106211;Media ingredients or additives schizosaccharomyces pombe;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106212;Media ingredients or additives for bacteria;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106213;Premixed media dry;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106214;Reagents for preparing competent bacteria;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106215;Reagents for preparing competent yeast;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106216;Rich media for yeast;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106217;Specialty plates for bacteria;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106218;Specialty premixed media dry;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106219;Synthetic complete supplement mixtures for yeast;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106220;Synthetic media for yeast;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106221;Yeast competent cells;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106222;Yeast transformation kits;Bahan baku, bahan kimia, kertas, bahan bakar
Microorganism propagation and transformation media and kits and equipment;41106223;Yeast nitrogen bases YNB or yeast nitrogen base YNB variants;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106300;Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106302;Gene specific polymerase chain reaction PCR kits;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106303;Kits for polymerase chain reaction PCR purification;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106306;Polymerase chain reaction PCR buffers;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106307;Polymerase chain reaction PCR optimizing products;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106308;Polymerase chain reaction PCR or reverse transcriptase polymerase chain reaction RT PCR primers;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106309;Premade complementary deoxyribonucleic acid cDNA;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106311;Purified ribonucleic acids RNA;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106313;Reverse transcriptase polymerase chain reaction RT PCR kits;Bahan baku, bahan kimia, kertas, bahan bakar
Polymerase chain reaction PCR and reverse transcriptase polymerase chain reaction RT PCR products;41106314;Thermostable deoxyribonucleic acid DNA polymerases or kits;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106400;Primers and linkers and adaptors;Bahan baku, bahan kimia, kertas, bahan bakar
Primers and linkers and adaptors;41106401;Adaptors or linkers;Bahan baku, bahan kimia, kertas, bahan bakar
Primers and linkers and adaptors;41106402;Miscellaneous primers;Bahan baku, bahan kimia, kertas, bahan bakar
Primers and linkers and adaptors;41106403;Sequencing primers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106500;Protein expression products;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106501;Bacterial expression kits;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106502;Eucariotic transfection reagents;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106505;Insect expression kits;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106506;Insect media;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106507;Insect medium supplements or reagents;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106508;Mammalian cell expression kits;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106509;Mammalian cells;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106510;Kits for protein extraction from mammalian cells or tissues;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106511;Kits for protein extraction from bacteria;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106512;Kits for protein extraction from yeast;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106513;Reporter gene assay;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106514;Stable mammalian cell lines;Bahan baku, bahan kimia, kertas, bahan bakar
Protein expression products;41106515;Yeast expression kits;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory and scientific equipment;41106600;Vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106601;Chromosome targeting vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106604;Display vector maps or sequences;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106605;Enzyme reporter vector maps or sequences;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106606;Expression complementary deoxyribonucleic acid cDNA vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106607;Fluorescent protein vector maps or sequences;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106608;Fusion vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106609;Gene targeting vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106610;General cloning vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106611;Hybrid system vectors or kits;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106612;Insect expression vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106615;Polymerase chain reaction PCR cloning vectors or kits;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106616;Phage or viral deoxyribonucleic acids DNA;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106617;Plasmid mutagenesis vectors or kits;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106619;Sequencing vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106620;Signal transduction reporter vector maps or sequences;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106621;Virus mediated expression vectors or kits;Bahan baku, bahan kimia, kertas, bahan bakar
Vectors;41106622;Yeast expression vectors;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105307;Instrumentation for capillary electrophoresis;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105308;Capillaries or cartridges;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105309;Kits or reagents for capillary electrophoresis;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105310;Blotting or transfer accessories;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105311;Blotting or transfer apparatus;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105312;Combs or plates or spacers or trays;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105313;Cassettes or related detection accessories;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105314;Gel documentation systems;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105315;Gel documentation accessories;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105316;Ultraviolet crosslinkers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105317;Agarose gel making reagents;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105319;Polyacrylamide gel making reagents;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105320;Polyacrylamide premade gels;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105321;Nucleic acid gels stain;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105322;Polyacrylamide gels stain;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105323;Electrophoresis premade buffers or solutions;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105325;Microwells plates for deoxyribonucleic acid DNA or deoxyribonucleic acid DNA hybridization;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105326;Hybridization reagents or buffers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105327;Conjugated nucleotides or oligomers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105328;Premade northern or southern or western blots;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105329;Blocking agents;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105330;Control proteins or cell lysates or tissue lysates;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105331;Protein chemifluorescent detection reagents or kits or substrates;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105332;Protein chemiluminescent detection reagents or kits or substrates;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105333;Protein chromogenic detection reagents or kits or substrates;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105334;Deoxyribonucleic acid DNA quantitation markers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105335;Deoxyribonucleic acid DNA size markers or standards;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105336;Isoelectric focusing IEF markers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105337;Protein electrophoresis markers;Bahan baku, bahan kimia, kertas, bahan bakar
Laboratory electrophoresis and blotting system and supplies;41105338;Ribonucleic acid RNA markers or standards;Bahan baku, bahan kimia, kertas, bahan bakar
Lipopeptides;51283112;Gramicidin;Bahan baku, bahan kimia, kertas, bahan bakar
Quinolone antibacterials;51282956;Ofloxacin;Bahan baku, bahan kimia, kertas, bahan bakar
Amphenicols;51284303;Thiamphenicol;Bahan baku, bahan kimia, kertas, bahan bakar
Antiviral ketones and morpholines and nitriles and pyridazines;51343702;Moroxydine;Bahan baku, bahan kimia, kertas, bahan bakar
Erythromycins;51282302;Clarithromycin;Bahan baku, bahan kimia, kertas, bahan bakar
Quinoline antibacterials;51286801;Chlorquinaldol;Bahan baku, bahan kimia, kertas, bahan bakar
Dermatologic agents;51241237;Benzoyl peroxide;Bahan baku, bahan kimia, kertas, bahan bakar
Actinomycines and bacitracins and chloramphenicols and cyclic peptide antibacterials and glycylcyclines;51282005;Tyrothricin;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101604;Meglumine antimonate;Bahan baku, bahan kimia, kertas, bahan bakar
Rifamycin antibacterials;51283603;Rifapentine;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101607;Calcium oxide;Bahan baku, bahan kimia, kertas, bahan bakar
Antifungal phenols;51302701;Chlorocresol;Bahan baku, bahan kimia, kertas, bahan bakar
Carbapenems;51284605;Meropenem;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101612;Polynoxylin;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101613;Pentamidine;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101614;Diloxanide furoate;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101616;Melarsoprol;Bahan baku, bahan kimia, kertas, bahan bakar
Imidazoles;51282801;Tinidazole;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101618;Taurolidine;Bahan baku, bahan kimia, kertas, bahan bakar
Anthelmintic amides;51451907;Niclosamide;Bahan baku, bahan kimia, kertas, bahan bakar
Anthelmintic piperazines;51453001;Piperazine;Bahan baku, bahan kimia, kertas, bahan bakar
Anthelmintic carbamates;51452402;Diethylcarbamazine;Bahan baku, bahan kimia, kertas, bahan bakar
Antifungal pyridines;51302901;Ciclopirox;Bahan baku, bahan kimia, kertas, bahan bakar
Decongestants, expectorants, and mucolytics;51162713;Guaiacol;Bahan baku, bahan kimia, kertas, bahan bakar
Antitubercular drugs;51281503;Amithiozone or thiacetazone;Bahan baku, bahan kimia, kertas, bahan bakar
Antitubercular drugs;51281504;Pyrazinamide;Bahan baku, bahan kimia, kertas, bahan bakar
Antidotes and emetics;51172332;Acetohydroxamic acid;Bahan baku, bahan kimia, kertas, bahan bakar
Ophthalmic agents;51241128;Hypromellose;Bahan baku, bahan kimia, kertas, bahan bakar
Decongestants, expectorants, and mucolytics;51162728;Naphazoline;Bahan baku, bahan kimia, kertas, bahan bakar
Antiseptic quaternary ammonium compounds;51473001;Benzalkonium Chloride;Bahan baku, bahan kimia, kertas, bahan bakar
Amebicides and Trichomonacides and Antiprotozoals;51101630;Propamidine;Bahan baku, bahan kimia, kertas, bahan bakar
Drugs and Pharmaceutical Products;51470000;Antiseptics;Bahan baku, bahan kimia, kertas, bahan bakar
Antibacterials, synthesized;51285502;Clofoctol;Bahan baku, bahan kimia, kertas, bahan bakar
Antiseptic pyrimidines and silvers and ureas and waters;51473504;Sterile water for irrigation;Bahan baku, bahan kimia, kertas, bahan bakar
Anthelmintic benzoates;51452202;Benzyl benzoate;Bahan baku, bahan kimia, kertas, bahan bakar
Anthelmintic benzodioxoles and butyrophenones and copper compounds and cyclohexanes and naphthalenes;51452302;Piperonyl;Bahan baku, bahan kimia, kertas, bahan bakar
Anthelmintic chlorinated hydrocarbons;51452502;Lindane;Bahan baku, bahan kimia, kertas, bahan bakar
Antineoplastic antibiotics;51111739;Etoposide;Bahan baku, bahan kimia, kertas, bahan bakar
Anthracyclines;51281803;Epirubicin;Bahan baku, bahan kimia, kertas, bahan bakar
Hormones and antihormones;51111815;Triptorelin;Bahan baku, bahan kimia, kertas, bahan bakar
Antiarrythmic indoles;51123906;Propafenone;Bahan baku, bahan kimia, kertas, bahan bakar
Antihypertensive oligopeptides;51432803;Enalapril;Bahan baku, bahan kimia, kertas, bahan bakar
Adrenergic blocking agent piperazines;51263002;Prazosin;Bahan baku, bahan kimia, kertas, bahan bakar
Antihyperlipidemic and hypocholesterolemic alcohols;51321604;Polidocanol;Bahan baku, bahan kimia, kertas, bahan bakar
Antihyperlipidemic and hypocholesterolemic fibric acids;51321808;Fenofibrate;Bahan baku, bahan kimia, kertas, bahan bakar
Antihypertensive pyridines;51433903;Nifedipine;Bahan baku, bahan kimia, kertas, bahan bakar
Drugs and Pharmaceutical Products;51410000;Vasodilators;Bahan baku, bahan kimia, kertas, bahan bakar
Hemorrheologic agents;51132001;Pentoxifylline;Bahan baku, bahan kimia, kertas, bahan bakar
Antianemic drugs;51131506;Erythropoietin;Bahan baku, bahan kimia, kertas, bahan bakar
Thrombolytic drugs and platelet aggregation inhibitors;51131705;Dipyridamole;Bahan baku, bahan kimia, kertas, bahan bakar
Hematolic drugs;51131800;Coagulants and systemic hemostatic agents;Bahan baku, bahan kimia, kertas, bahan bakar
Coagulants and systemic hemostatic agents;51131801;Fibrinogen;Bahan baku, bahan kimia, kertas, bahan bakar
Anticonvulsants;51141509;Vigabatrin;Bahan baku, bahan kimia, kertas, bahan bakar
Anticonvulsants;51141513;Carbamazepine;Bahan baku, bahan kimia, kertas, bahan bakar
Antipsychotic phenothiazines;51332812;Fluphenazine;Bahan baku, bahan kimia, kertas, bahan bakar
Tranquilizers and antimanic and antianxiety benzodiazepines;51401501;Bromazepam;Bahan baku, bahan kimia, kertas, bahan bakar
Nonsteroidal anti inflammatory phenylacetates;51383304;Diclofenac;Bahan baku, bahan kimia, kertas, bahan bakar
Nonsteroidal anti inflammatory benzoates;51381502;Etofenamate;Bahan baku, bahan kimia, kertas, bahan bakar
Nonsteroidal anti inflammatory thiazines;51385805;Piroxicam;Bahan baku, bahan kimia, kertas, bahan bakar
Stimulant or anorexiant alkaloids;51144601;Caffeine or trimethylxanthine;Bahan baku, bahan kimia, kertas, bahan bakar
Sympathomimetic or adrenergic amino alcohols;51391717;Ephedrine;Bahan baku, bahan kimia, kertas, bahan bakar
Antihistamine or H1 blocker propylamines;51313301;Promethazine;Bahan baku, bahan kimia, kertas, bahan bakar
Antihistamine or H1 blocker piperazines;51313101;Cetirizine;Bahan baku, bahan kimia, kertas, bahan bakar
Antitussives and associated cough remedies;51162626;Dextromethorphan;Bahan baku, bahan kimia, kertas, bahan bakar
Decongestants, expectorants, and mucolytics;51162704;Bromhexine;Bahan baku, bahan kimia, kertas, bahan bakar
Antacids and antiflatulents;51171510;Magnesium trisilicate;Bahan baku, bahan kimia, kertas, bahan bakar
Laxatives;51171610;Senna glycosides or sennosides;Bahan baku, bahan kimia, kertas, bahan bakar
Antiemetics and antinauseants and antivertigo agents;51171807;Cinnarizine;Bahan baku, bahan kimia, kertas, bahan bakar
Antiemetics and antinauseants and antivertigo agents;51171808;Difenidol or diphenidol;Bahan baku, bahan kimia, kertas, bahan bakar
Antiulcer and related gastrointestinal GI drugs;51171910;Pancreatin;Bahan baku, bahan kimia, kertas, bahan bakar
Antidiabetic and hyperglycemic sulfonylureas;51184007;Gliclazide;Bahan baku, bahan kimia, kertas, bahan bakar
Corticosteroid pregnadienediols;51422101;Prednisone;Bahan baku, bahan kimia, kertas, bahan bakar
Corticosteroid pregnenediones;51422408;Deflazacort;Bahan baku, bahan kimia, kertas, bahan bakar
Corticosteroid pregnadienes;51422206;Fluocinolone acetonide;Bahan baku, bahan kimia, kertas, bahan bakar
Combination contraceptives and estrogens;51352422;Desogestrel and ethinyl estradiol;Bahan baku, bahan kimia, kertas, bahan bakar
Estrogen, progestin, or internal contraceptive pregnanes;51351514;Progesterone;Bahan baku, bahan kimia, kertas, bahan bakar
Vaccines and antigens and toxoids;51201627;Haemophilus B vaccine;Bahan baku, bahan kimia, kertas, bahan bakar
Immunomodulating drugs;51201800;Immunostimulating agents;Bahan baku, bahan kimia, kertas, bahan bakar
Nutritional supplements;50501500;Vitamin supplements;Bahan baku, bahan kimia, kertas, bahan bakar
Anaesthetic ethers;51272406;Isoflurane;Bahan baku, bahan kimia, kertas, bahan bakar
Central nervous system drugs;51143200;Anti abuse drugs;Bahan baku, bahan kimia, kertas, bahan bakar
Electrical measuring and testing equipment and accessories;41113645;Earth leakage devices;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111706;Permanent clerical or administrative assistance;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111707;Permanent technical staffing needs;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111708;Permanent financial staffing needs;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111709;Permanent medical staff needs;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111710;Permanent legal staffing needs;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111711;Permanent information technology software developers;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111712;Permanent information technology networking specialists;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111713;Permanent information technology systems or database administrators;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111714;Permanent drivers;Bahan baku, bahan kimia, kertas, bahan bakar
Personnel recruitment;80111715;Permanent professional staff;Bahan baku, bahan kimia, kertas, bahan bakar
Chicken processing machinery and equipment;23221100;Killing and defeathering department machinery and equipment;Bahan baku, bahan kimia, kertas, bahan bakar
Fluid mechanics equipment;41103318;Nuclear densitometer;Bahan baku, bahan kimia, kertas, bahan bakar
Antihistamine or H1 blocker ethylamines;51312304;Diphenhydramine;Bahan baku, bahan kimia, kertas, bahan bakar
Crowd control equipment;46151506;Riot batons;Bahan baku, bahan kimia, kertas, bahan bakar
Printer and photocopier and facsimile accessories;44101711;Compressor assembly;Bahan baku, bahan kimia, kertas, bahan bakar
Prepared and preserved foods;50193100;Instant mixes and supplies;Bahan baku, bahan kimia, kertas, bahan bakar
Navigational services;78141703;Marine navigational or communication services;Bahan baku, bahan kimia, kertas, bahan bakar
Printer and photocopier and facsimile accessories;44101712;Mailbox stackers;Bahan baku, bahan kimia, kertas, bahan bakar
Call management systems or accessories;43221526;Telephone entry systems;Bahan baku, bahan kimia, kertas, bahan bakar
Anti abuse drugs;51143202;Nicotine;Bahan baku, bahan kimia, kertas, bahan bakar
Anticoagulants;51131607;Enoxaparin;Bahan baku, bahan kimia, kertas, bahan bakar
Furniture;56101535;Furniture carts;Bahan baku, bahan kimia, kertas, bahan bakar
Antidiabetic and hyperglycemic sulfonylureas;51184004;Glibenclamide or glyburide;Bahan baku, bahan kimia, kertas, bahan bakar
Antihistamine or H1 blocker terfenadine/analogs and derivatives;51313802;Fexofenadine hydrochloride;Bahan baku, bahan kimia, kertas, bahan bakar
Antihypertensive bicyclo compounds;51432705;Ramipril;Bahan baku, bahan kimia, kertas, bahan bakar
Audio and visual equipment;52161542;Plasma screens;Bahan baku, bahan kimia, kertas, bahan bakar
Antacids and antiflatulents;51171511;Algeldrate or aluminium hydroxide;Bahan baku, bahan kimia, kertas, bahan bakar
Removable storage media accessories;43202105;Multiple media cabinets;Bahan baku, bahan kimia, kertas, bahan bakar
Antiprotozoals;51101908;Artemether;Bahan baku, bahan kimia, kertas, bahan bakar
Cholinergic blocking agents;51151617;Biperiden;Bahan baku, bahan kimia, kertas, bahan bakar
Antihypertensive tetrazoles;51434502;Valsartan;Bahan baku, bahan kimia, kertas, bahan bakar
Hematolic drugs;51131900;Blood plasma substitutes and extenders and expanders;Bahan baku, bahan kimia, kertas, bahan bakar
Blood plasma substitutes and extenders and expanders;51131901;Poligeline or polygeline;Bahan baku, bahan kimia, kertas, bahan bakar
Immunosupressant azoles;51202501;Leflunomide;Bahan baku, bahan kimia, kertas, bahan bakar
Antiulcer and related gastrointestinal GI drugs;51171911;Sucralfate;Bahan baku, bahan kimia, kertas, bahan bakar
Antifungal imidazoles;51302309;Isoconazole;Bahan baku, bahan kimia, kertas, bahan bakar
Fusers and accessories;44103005;Fuser lamps or assemblies;Bahan baku, bahan kimia, kertas, bahan bakar
Cash handling supplies;44111615;Deposit bags;Bahan baku, bahan kimia, kertas, bahan bakar
Printer and photocopier and facsimile accessories;44101713;Copy counters;Bahan baku, bahan kimia, kertas, bahan bakar
Printer and photocopier and facsimile accessories;44101714;Facsimile units for office machines;Bahan baku, bahan kimia, kertas, bahan bakar
Printer and photocopier and facsimile accessories;44101715;Platen covers;Bahan baku, bahan kimia, kertas, bahan bakar
Printer and photocopier and facsimile accessories;44101716;Hole punching units;Bahan baku, bahan kimia, kertas, bahan bakar
Antidiabetic and hyperglycemic guanidines;51183505;Metformin;Bahan baku, bahan kimia, kertas, bahan bakar
Antibacterials;51283800;Streptogramins;Bahan baku, bahan kimia, kertas, bahan bakar
Imidazoles;51282804;Secnidazole;Bahan baku, bahan kimia, kertas, bahan bakar
Glycopeptides;51282701;Teicoplanin;Bahan baku, bahan kimia, kertas, bahan bakar
Rifamycin antibacterials;51283602;Rifamycin;Bahan baku, bahan kimia, kertas, bahan bakar
Novelty paper;14111611;Invitation or announcement cards;Bahan baku, bahan kimia, kertas, bahan bakar
Bookbinding;82121908;Case making services;Bahan baku, bahan kimia, kertas, bahan bakar
Immunomodulating drugs;51201900;Multiple sclerosis MS agents;Bahan baku, bahan kimia, kertas, bahan bakar
Multiple sclerosis MS agents;51201901;Glatiramer acetate;Bahan baku, bahan kimia, kertas, bahan bakar
Clinical and diagnostic analyzers and accessories and supplies;41115829;Meat or dairy product analyzers;Bahan baku, bahan kimia, kertas, bahan bakar
Liquid and solid and elemental analyzers;41113323;Sugar analyzers;Bahan baku, bahan kimia, kertas, bahan bakar
Sorting machines;44102503;Coin wrapper machines;Bahan baku, bahan kimia, kertas, bahan bakar
Packing machines;44102307;Collators;Bahan baku, bahan kimia, kertas, bahan bakar
Cleaning equipment accessories;47121903;Pressure or steam cleaner accessories;Bahan baku, bahan kimia, kertas, bahan bakar
Cash handling supplies;44111616;Check separators;Bahan baku, bahan kimia, kertas, bahan bakar
Industrial Manufacturing and Processing Machinery and Accessories;23230000;Sawmilling and lumber processing machinery and equipment;Bahan baku, bahan kimia, kertas, bahan bakar
Sawmilling and lumber processing machinery and equipment;23231000;Log debarkers and accessories;Bahan baku, bahan kimia, kertas, bahan bakar
Log debarkers and accessories;23231001;Tool holder;Bahan baku, bahan kimia, kertas, bahan bakar
Compounds and mixtures;12352100;Organic derivatives and substituted compounds;Bahan baku, bahan kimia, kertas, bahan bakar
Compounds and mixtures;12352400;Mixtures;Bahan baku, bahan kimia, kertas, bahan bakar
